;;;;;;;;;;;;x,,,,,,,,,,,,,;;;;;;;;;
return_cores_D30_desc;Мы владеем провинциями, на которые  D30 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D31_title;Вернуть провинции D31;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D31_desc;Мы владеем провинциями, на которые  D31 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D32_title;Вернуть провинции D32;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D32_desc;Мы владеем провинциями, на которые  D32 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D33_title;Вернуть провинции D33;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D33_desc;Мы владеем провинциями, на которые  D33 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D34_title;Вернуть провинции D34;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D34_desc;Мы владеем провинциями, на которые  D34 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D35_title;Вернуть провинции D35;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D35_desc;Мы владеем провинциями, на которые  D35 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D36_title;Вернуть провинции D36;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D36_desc;Мы владеем провинциями, на которые  D36 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D37_title;Вернуть провинции D37;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D37_desc;Мы владеем провинциями, на которые  D37 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D38_title;Вернуть провинции D38;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D38_desc;Мы владеем провинциями, на которые  D38 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D39_title;Вернуть провинции D39;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D39_desc;Мы владеем провинциями, на которые  D39 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D40_title;Вернуть провинции D40;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D40_desc;Мы владеем провинциями, на которые  D40 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D41_title;Вернуть провинции D41;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D41_desc;Мы владеем провинциями, на которые  D41 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D42_title;Вернуть провинции D42;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D42_desc;Мы владеем провинциями, на которые  D42 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D43_title;Вернуть провинции D43;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D43_desc;Мы владеем провинциями, на которые  D43 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
return_cores_D44_title;Вернуть провинции D44;;;;;;;;;;;;;;;;;;;;x,,
return_cores_D44_desc;Мы владеем провинциями, на которые  D44 имеет претензии. Возвращение этих провинций в качестве акта доброй воли, безусловно, укрепит наши отношения.;;;;;;;;;;;;x;;;;;;;;
